subject_id,label,source_file,channel,window_index,start_s,end_s,n_samples,duration_s,mean,std,min,max,ptp,rms,line_length,zero_crossing_rate,sample_entropy,bp_delta,rel_bp_delta,bp_theta,rel_bp_theta,bp_alpha,rel_bp_alpha,bp_beta,rel_bp_beta,ratio_theta_beta,ratio_alpha_beta,ratio_alpha_delta
brux1,bruxism,brux1.edf,C4-P4,0,0.0,30.0,15360.0,30.0,7.0248409359737465e-06,5.267176953242239e-05,-0.0003638125763125763,0.000900564713064713,0.0012643772893772894,5.313815668474351e-05,0.042437851037851027,0.025522494954098574,0.24565264852492363,6.033135570250005e-06,0.525649651471193,3.2854271248834533e-06,0.2862497623366728,9.402157097263244e-07,0.08191827522697336,1.218486153791672e-06,0.10616317412481509,2.6963188007183314,0.7716260925908525,0.15584196621780255
brux1,bruxism,brux1.edf,C4-P4,1,30.0,60.0,15360.0,30.0,4.873919302630239e-06,5.459292446843024e-05,-0.00034656593406593404,0.000920589133089133,0.001267155067155067,5.48100583048794e-05,0.039209096459096454,0.038804609675109056,0.3229664842201195,5.6052618720072245e-06,0.5764229993063245,2.296727866307568e-06,0.2361864254547922,8.322238193950417e-07,0.08558261166450576,9.894933505971093e-07,0.10175558929606333,2.3211150079195666,0.8410605476962899,0.1484718891638555
brux1,bruxism,brux1.edf,C4-P4,2,60.0,90.0,15360.0,30.0,4.209280483694544e-06,3.949818155780242e-05,-0.00033902625152625146,0.000900564713064713,0.0012395909645909644,3.9721837678580975e-05,0.04111657509157509,0.03919526010807995,0.4926154093802755,1.0653746918596093e-06,0.3176064402437178,9.448141359258161e-07,0.2816652739136831,3.7478141017139193e-07,0.11172875652441552,9.682017772203775e-07,0.2886375302982392,0.9758442487456435,0.3870901902776471,0.35178366168733727
brux1,bruxism,brux1.edf,C4-P4,3,90.0,120.0,15360.0,30.0,8.671811406186388e-07,3.107661136922403e-05,-0.00034021672771672765,0.000940613553113553,0.0012808302808302806,3.108870819645662e-05,0.03289459706959706,0.05794648089068299,0.22199386842048088,3.5089873369370014e-07,0.26767149459429085,2.662796395865743e-07,0.20312261705220022,1.730001624776335e-07,0.13196745274055313,5.206794937508485e-07,0.39718313266569233,0.5114079635984135,0.33225845179994007,0.49302019604506614
brux1,bruxism,brux1.edf,C4-P4,4,120.0,150.0,15360.0,30.0,2.726070045405981e-06,2.707583111504474e-05,-0.00033054029304029303,0.000940613553113553,0.001271153846153846,2.7212719240511133e-05,0.024755067155067152,0.042060029949866524,0.5287532674202979,9.974971137502365e-08,0.47332552425855784,3.594687905316147e-08,0.1705726777426737,2.4789814546092933e-08,0.11763093651657273,5.022029189756202e-08,0.23830190246328128,0.7157839529583965,0.49362147469509976,0.2485201631600917
brux1,bruxism,brux1.edf,C4-P4,5,150.0,180.0,15360.0,30.0,4.154703080484328e-06,3.564315740025545e-05,-0.0003823107448107448,0.000920589133089133,0.0013028998778998777,3.588448449046427e-05,0.02988925518925519,0.038609284458623605,0.3524874758253032,1.2939246339122335e-07,0.32831589694621294,1.5250988637643678e-07,0.38697323496695396,5.347745743185001e-08,0.13569182426069862,5.872391439448592e-08,0.1490040000886638,2.5970660837070696,0.9106589365383221,0.41329654007868105
brux1,bruxism,brux1.edf,C4-P4,6,180.0,210.0,15360.0,30.0,3.627357343177654e-06,3.644226324696445e-05,-0.00034391025641025637,0.000920589133089133,0.0012644993894993894,3.662234661864475e-05,0.034170421245421245,0.03821863402565271,0.3672096421535657,4.854632323521372e-07,0.44006359878485796,2.487378028160927e-07,0.2254762984433176,2.095592179659436e-07,0.18996162318991247,1.5924960395173484e-07,0.14435687226098792,1.5619367122035657,1.3159167292463507,0.4316685672581215
brux1,bruxism,brux1.edf,C4-P4,7,210.0,240.0,15360.0,30.0,3.965932794057792e-06,4.24445947486374e-05,-0.0003628663003663003,0.000920589133089133,0.0012834554334554332,4.262947626118623e-05,0.03430311355311355,0.03737222475421577,0.24926637898178067,2.349016924521068e-06,0.4418731741362928,2.415424570447399e-06,0.45436510511647077,2.5036759027202096e-07,0.047096604821997526,3.012023038576271e-07,0.056659114148302575,8.019276544408926,0.8312273414427972,0.1065839873942447
brux1,bruxism,brux1.edf,C4-P4,8,240.0,270.0,15360.0,30.0,4.611163576007324e-06,3.918808248761438e-05,-0.00035059523809523806,0.000920589133089133,0.001271184371184371,3.945844191780468e-05,0.03277158119658119,0.036851357510254576,0.37130416057594934,3.070114304767863e-06,0.543552840160148,1.3930139476392502e-06,0.24662817486831834,4.7496289904705495e-07,0.08409049537562573,7.088028634888512e-07,0.12549103105532153,1.965305191887336,0.6700916764207255,0.15470528192042926
brux1,bruxism,brux1.edf,C4-P4,9,270.0,300.0,15360.0,30.0,5.272992343304842e-06,4.524458038968355e-05,-0.0003569139194139194,0.000920589133089133,0.0012775030525030524,4.5550812318674277e-05,0.039301495726495723,0.04297154762679862,0.31458309049690614,2.8835467500963567e-06,0.3240487673584828,4.065436470035977e-06,0.45686780588709297,8.516804284982506e-07,0.0957106011993668,1.0974241766279097e-06,0.12332692427954868,3.704526068058728,0.7760722304435066,0.2953586337623244
brux1,bruxism,brux1.edf,C4-P4,10,300.0,330.0,15360.0,30.0,3.834534064026249e-06,4.199728682650367e-05,-0.00035850122100122096,0.000920589133089133,0.001279090354090354,4.2171978282691414e-05,0.03742432844932844,0.041278729083924735,0.3694234431739758,2.3393036432162606e-06,0.4291670169230481,1.7433897027040784e-06,0.3198410604854942,4.916427417898036e-07,0.09019643495091692,8.764313709429068e-07,0.16078948882762556,1.9891913508623686,0.5609597717398807,0.21016627884777458
brux1,bruxism,brux1.edf,C4-P4,11,330.0,360.0,15360.0,30.0,3.681747939560438e-06,3.649233219773285e-05,-0.0003804487179487179,0.000920589133089133,0.001301037851037851,3.667758957619963e-05,0.028959890109890106,0.037632658376196365,0.37679413729752037,1.1851316973633341e-06,0.4589192192981017,5.996153724221396e-07,0.23218940072509636,2.39500001157951e-07,0.09274172127690977,5.578247610250683e-07,0.2160067985729453,1.074917096401881,0.429346307105195,0.20208724624511143
brux1,bruxism,brux1.edf,C4-P4,12,360.0,390.0,15360.0,30.0,3.904566751246437e-06,3.6470823806872275e-05,-0.0003878357753357753,0.000920589133089133,0.0013084249084249083,3.667923977765707e-05,0.031141269841269838,0.03854417605312846,0.3746621398844227,3.57882160308409e-07,0.33203505113417336,2.12834447272295e-07,0.19746303230725615,1.26182352032463e-07,0.1170691595055309,3.80923329898224e-07,0.35341213211622763,0.5587330325216904,0.33125393518474355,0.352580726358989
brux1,bruxism,brux1.edf,C4-P4,13,390.0,420.0,15360.0,30.0,2.611915175391736e-06,3.1116086992865045e-05,-0.00037876984126984127,0.000940613553113553,0.0013193833943833944,3.1225517940155717e-05,0.028340628815628814,0.04629207630705124,0.6465816271866303,2.428318120210515e-07,0.3235988953720811,1.5041982523735422e-07,0.20045021648419578,1.2498185949466774e-07,0.16655145525379914,2.32150142736787e-07,0.3093644491010208,0.6479419890251843,0.5383664985998857,0.5146848695583297
