subject_id,label,source_file,channel,window_index,start_s,end_s,annotation_event,annotation_stage,annotation_location,signal_transform,n_samples,duration_s,mean,std,min,max,ptp,rms,line_length,zero_crossing_rate,sample_entropy,skewness,kurtosis,hjorth_mobility,hjorth_complexity,bp_delta,rel_bp_delta,bp_theta,rel_bp_theta,bp_alpha,rel_bp_alpha,bp_beta,rel_bp_beta,rectified_mean,rectified_std,envelope_mean,envelope_std,envelope_cv,burst_fraction,burst_rate_hz,p95_abs,ratio_theta_beta,ratio_alpha_beta,ratio_alpha_delta,relative_time_quantile,time_match_rank
brux1,bruxism,brux1.edf,EMG1-EMG2,3,2510.0,2540.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,4.145827074225187e-06,6.875735873246494e-05,-0.000513560902765,0.0009400786193004,0.0014536395220655,6.888223473432212e-05,0.0283493126258926,0.023569242789244,0.1737394940600521,1.6884893881639265,41.896393451566645,0.3752168763494065,4.538999248967554,4.871965065823526e-06,0.3502926741959512,4.906878594178808e-06,0.3528029453181684,2.63221037724138e-06,0.1892550540968134,1.49696767260864e-06,0.1076314797290798,1.7612498519861226e-05,6.646333030892117e-05,1.7606568868927083e-05,5.0132568133545336e-05,2.847378640708452,0.0292317708333333,0.4333333333333333,2.524754431658861e-05,3.277878797227465,1.7583615367287435,0.540276939936647,0.1,1
brux1,bruxism,brux1.edf,EMG1-EMG2,6,3260.0,3290.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,5.016389679970281e-06,5.531626921322024e-05,-0.0003687432594762,0.0009600997729353,0.0013288430324116,5.554326066311528e-05,0.0242963718970884,0.0169281854287388,0.1867808491614552,5.481724563149178,62.940066747731706,0.479595525268721,3.678836083147251,4.127260514989849e-06,0.5243824723703537,1.9690895947017952e-06,0.2501795237393695,1.166746471413502e-06,0.1482391036589807,6.071615656735494e-07,0.0771419399816911,1.5551729371954036e-05,5.308515190908809e-05,1.554164134334006e-05,3.910759879959384e-05,2.5163107252087187,0.0284505208333333,0.4,3.579613300895688e-05,3.2431064580272024,1.9216408570249044,0.2826927127996843,0.2,2
brux1,bruxism,brux1.edf,EMG1-EMG2,8,4280.0,4310.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,4.156441534765458e-06,4.590232184936564e-05,-0.0004445855868888,0.0009400786193004,0.0013846642061893,4.609011995422309e-05,0.0257960966965757,0.0303405169607396,0.1927738151513696,3.2905322292805628,63.51007876257442,0.5327969116152772,3.3976404688713204,1.3613346923681985e-06,0.2904881718990398,2.775264559169432e-06,0.5921993561530982,2.3276446451426305e-07,0.0496684056895535,3.1684214765678e-07,0.0676093078134014,1.39815725630296e-05,4.372114797014698e-05,1.3953831484318531e-05,3.277297987730961e-05,2.3486724713667524,0.0361979166666666,0.6333333333333333,3.608041516596853e-05,8.759139463275394,0.7346385770822564,0.1709825407514903,0.26666666666666666,3
brux1,bruxism,brux1.edf,EMG1-EMG2,11,5870.0,5900.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,-6.676261215894573e-10,6.643762897080244e-06,-7.770405054019409e-05,9.470371909906608e-05,0.0001724077696392,6.6437629306248365e-06,0.0377706082933528,0.2394036070056644,0.9951202444605124,0.3055378461091761,29.659883187917544,0.8274904761265581,1.305000360131189,6.364176089560457e-10,0.0254484657611797,6.108483665780465e-10,0.0244260270667772,1.395781894630539e-09,0.0558132070133105,2.2346756641122e-08,0.8935809808717707,3.1178252639484574e-06,5.866749615937672e-06,3.115470550457649e-06,4.01816076479549e-06,1.2897444221404175,0.0825520833333333,17.333333333333332,1.2727719757141524e-05,0.0273349898774114,0.0624601554957667,2.1931855357052803,0.36666666666666664,4
brux1,bruxism,brux1.edf,EMG1-EMG2,14,8210.0,8240.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,3.971910469551135e-06,4.481875619724934e-05,-0.000390320935726,0.0009200574656656,0.0013103784013916,4.4994410540050485e-05,0.0263454270994323,0.0199231720815157,0.2421673665416425,3.95370702871226,70.20207392530716,0.5922447834041699,3.0254792999996125,1.894443242394144e-06,0.3992362930451154,1.6079764582180598e-06,0.3388660827185817,7.528580583981334e-07,0.1586578334456534,4.895749335959319e-07,0.1031733637000581,1.4786722856629296e-05,4.230926298376885e-05,1.4777895128873069e-05,3.105496850488646e-05,2.101447346463518,0.0352864583333333,0.7,3.8330406596920176e-05,3.2844337973095548,1.5377790134563971,0.3974033328370886,0.4666666666666667,5
brux1,bruxism,brux1.edf,EMG1-EMG2,16,8270.0,8300.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,-1.1926186910593291e-06,5.059027975803869e-05,-0.000507517932613,0.0009600997729353,0.0014676177055484,5.060433524253512e-05,0.0360119513788683,0.0511752067191874,0.3708528990481874,1.5726981826319637,66.06948221853536,0.4642202470965727,3.8040485020917263,2.1274576822056376e-06,0.5137615829796053,1.3311762432731755e-06,0.3214668943543128,4.140988604682977e-07,0.1000010894899104,2.680094449864722e-07,0.0647218310669204,1.7969828563317583e-05,4.7291243030836e-05,1.7955896928899414e-05,3.689205977476622e-05,2.0545929797240974,0.059765625,1.4666666666666666,7.92918085200741e-05,4.966900488676311,1.545090548914048,0.1946449341539811,0.5333333333333333,6
brux1,bruxism,brux1.edf,EMG1-EMG2,19,8570.0,8600.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,3.4176099081364776e-10,1.841044648878294e-06,-7.233252151620581e-06,7.904693279619116e-06,1.5137945431239696e-05,1.841044680599571e-06,0.0140178900695843,0.1979946611107494,2.221598415988328,0.1267327491227023,0.0396821536559182,0.6282115563481073,1.4553094782810356,4.020991303444079e-12,0.0014698276441587,7.60585780890318e-11,0.0278023482803643,1.7980563250728535e-10,0.0657259042088198,2.4713091933412142e-09,0.9033589718349844,1.465559538981517e-06,1.1142623734397946e-06,1.462974161359886e-06,1.966384701495729e-07,0.1344100773227536,0.1592447916666666,38.06666666666667,3.601707811164774e-06,0.0307766338157794,0.0727572385486042,44.71674244937494,0.6333333333333333,7
brux1,bruxism,brux1.edf,EMG1-EMG2,22,9680.0,9710.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,-4.0733141346972215e-10,7.527468201142994e-06,-0.0001469845669291,9.519203991942866e-05,0.0002421766068485,7.52746821216389e-06,0.0234496235945797,0.2317208151572368,0.519159347910045,-4.195143178796377,97.72944962492956,0.4806170757421996,2.132987456576038,9.808091924843949e-08,0.3227647305968333,1.0169036950768024e-07,0.3346427110384272,5.5042894938201675e-08,0.1811351819715038,4.9054344833664895e-08,0.1614280587515387,2.5176781706327326e-06,7.093946302893641e-06,2.5159441020455856e-06,5.377097537915069e-06,2.137208665941038,0.0423177083333333,5.766666666666667,8.148446358386932e-06,2.0730145281217256,1.1220799120820582,0.5611988076781553,0.7333333333333333,8
brux1,bruxism,brux1.edf,EMG1-EMG2,24,11630.0,11660.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,1.852066392659316e-08,1.426099566020063e-05,-0.0001900788793261,0.0001815943050723,0.0003716731843984,1.42610076865295e-05,0.0841964894872733,0.2441565206068103,0.802572415011167,0.0104746334703912,26.19557247037797,0.6991098737254591,1.4412790018900574,1.226642709713666e-08,0.0954084274219448,3.8478093115200255e-08,0.2992831021816751,2.9341223109336524e-08,0.2282164099888293,4.839851710045445e-08,0.3764442872844655,7.66326323875763e-06,1.2027069208820871e-05,7.645594293842997e-06,7.808537982126941e-06,1.0213121023718408,0.087109375,18.966666666666665,2.6320609648208597e-05,0.7950262822172077,0.6062421922646266,2.3919942520333093,0.8,9
brux1,bruxism,brux1.edf,EMG1-EMG2,27,12140.0,12170.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,1.5641526277238608e-08,1.0923358129341051e-05,-0.0001713090477934,0.0001564763028749,0.0003277853506683,1.0923369328150796e-05,0.0711959548068119,0.2506022527508301,1.3371988079750643,0.2506784125502482,28.039408933767614,0.7531861270425806,1.3786666110719796,1.1766420071571772e-08,0.1525699204610933,6.037050355090767e-09,0.0782797390279451,8.564792692744151e-09,0.1110558463788701,5.075061612897716e-08,0.6580606011897385,6.078760376305898e-06,9.075705212780693e-06,6.047220624848527e-06,5.703515678308886e-06,0.943163154139386,0.0844401041666666,18.266666666666666,2.040379877769637e-05,0.11895521307068,0.168762339179837,0.7279013192327797,0.9,10
