subject_id,label,source_file,channel,window_index,start_s,end_s,annotation_event,annotation_stage,annotation_location,signal_transform,n_samples,duration_s,mean,std,min,max,ptp,rms,line_length,zero_crossing_rate,sample_entropy,skewness,kurtosis,hjorth_mobility,hjorth_complexity,bp_delta,rel_bp_delta,bp_theta,rel_bp_theta,bp_alpha,rel_bp_alpha,bp_beta,rel_bp_beta,rectified_mean,rectified_std,envelope_mean,envelope_std,envelope_cv,burst_fraction,burst_rate_hz,p95_abs,ratio_theta_beta,ratio_alpha_beta,ratio_alpha_delta
brux1,bruxism,brux1.edf,EMG1-EMG2,0,2330.0,2360.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,5.426359806206318e-06,7.684357533664217e-05,-0.0005124316608679728,0.0009400786193004942,0.0014525102801684672,7.703493007243282e-05,0.03340022851126167,0.02024871410899147,0.14110948119649414,1.519690675944294,33.961999549513294,0.3927027408683531,4.525362756909673,2.611571276781516e-06,0.19313830778204846,7.719048913030876e-06,0.5708609441389442,1.9045643997925699e-06,0.1408517349337671,1.2860586506218657e-06,0.09511024787946154,2.0850994828410902e-05,7.396060495414963e-05,2.0844404227235654e-05,5.783518009468959e-05,2.7746142064891046,0.03509114583333333,0.5,2.9048879491245687e-05,6.002097112210534,1.4809312148179476,0.7292791189447233
brux1,bruxism,brux1.edf,EMG1-EMG2,1,2540.0,2570.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,4.793875457195529e-06,6.621800282736358e-05,-0.0005048626881523529,0.0009400786193004942,0.0014449413074528472,6.639130319811348e-05,0.029417392340230723,0.02011849729800117,0.16365732410981002,1.8686345494970122,46.98309446434867,0.4392954516831776,4.045373631240207,3.3334165844934904e-06,0.3943443754036941,2.9960592513181867e-06,0.3544348821055183,1.4440907518753665e-06,0.1708364529724906,6.791284612127289e-07,0.08034114010880493,1.6706399691617743e-05,6.407589334366431e-05,1.651790793968939e-05,4.942004166268386e-05,2.9919068348805182,0.027018229166666668,0.4,2.3961770918251274e-05,4.411623753727068,2.126388208346671,0.43321640583209453
brux1,bruxism,brux1.edf,EMG1-EMG2,2,3410.0,3440.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,3.028495150270097e-06,3.525073695615178e-05,-0.00030993112067386917,0.0009600997729353597,0.0012700308936092288,3.538059127299901e-05,0.021642714479033143,0.019988280487010873,0.26637823655072596,6.427812870326113,128.0582652816782,0.6642582338295031,2.7249575679405953,1.5142861923147767e-06,0.4938474186343358,9.530855810044332e-07,0.31082556012556234,3.3107404387954214e-07,0.10797170493697253,2.6771828085094806e-07,0.08730977181886616,1.1986233615026058e-05,3.315033423176641e-05,1.1974473368907836e-05,2.4324014262697847e-05,2.031322256380481,0.0470703125,0.9,4.203547167443001e-05,3.560031754182161,1.2366508660791353,0.2186337335437589
brux1,bruxism,brux1.edf,EMG1-EMG2,3,3500.0,3530.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,2.9313098489812224e-06,4.271645715003495e-05,-0.0003399628511261673,0.0009600997729353597,0.001300062624061527,4.281691591977996e-05,0.020753756945614352,0.01914187121557393,0.2121959364861353,4.389066188440416,74.86966498890267,0.5362443790300159,3.2148165964689586,1.5759194046089374e-06,0.36422046038891787,1.3403268055892993e-06,0.3097712007197996,9.344080557013774e-07,0.2159568130472522,4.756770165457958e-07,0.10993665123739545,1.2288965896532958e-05,4.0910597999108036e-05,1.228557214401679e-05,3.0077005568475843e-05,2.4481566845971985,0.038411458333333336,0.6333333333333333,3.1749868263190956e-05,2.817724546210568,1.9643750343178865,0.5929288344115857
brux1,bruxism,brux1.edf,EMG1-EMG2,4,3530.0,3560.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,2.1935790106598682e-06,4.215047237054332e-05,-0.0003200027375938472,0.0009400786193004942,0.0012600813568943415,4.220751248221035e-05,0.026098489364585236,0.02519695292662283,0.27276976385324264,5.3833897039117895,86.2303139347135,0.6389622311253095,2.820162900853316,1.9109469724992013e-06,0.50818494893563,9.79554053950889e-07,0.2604963057848168,4.7260174163646495e-07,0.12568066796030217,3.9649760614215196e-07,0.1054420235779375,1.3283091475469777e-05,4.000277242784852e-05,1.3276756780626385e-05,2.8521889517479965e-05,2.1482572881879913,0.048111979166666666,0.8666666666666667,4.8403988642595365e-05,2.4705169432970044,1.1919409709299185,0.2473128498266911
brux1,bruxism,brux1.edf,EMG1-EMG2,5,3560.0,3590.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,2.524960004868804e-06,3.569156523744221e-05,-0.00029992054385643646,0.0009600997729353597,0.001260020316791796,3.5780766511140875e-05,0.01831801269364585,0.02604336219805977,0.2426975078679793,5.46923563636078,104.05050653497395,0.5307251691407513,3.3690737254747054,1.656447797533936e-06,0.44709686690552763,1.1026565889984061e-06,0.29762139618759903,6.752771295293017e-07,0.18226610543054167,2.7042688327581356e-07,0.07299174318662222,1.0517576818943058e-05,3.410672084730845e-05,1.0491439369865452e-05,2.628217040281482e-05,2.5051062562783395,0.03997395833333333,0.6666666666666666,2.7699752347934352e-05,4.0774666173768885,2.4970784019300836,0.407665807841715
brux1,bruxism,brux1.edf,EMG1-EMG2,6,3590.0,3620.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,3.1605996820971053e-06,4.089431025493689e-05,-0.0003359647244094487,0.0009600997729353597,0.0012960644973448083,4.10162650856646e-05,0.02138082191906244,0.021615990624389608,0.22086902317086435,4.388015928105892,83.28943758610919,0.5641793340991594,3.117126787235892,1.4699116830899575e-06,0.3871185868376499,1.4262606679846287e-06,0.3756225769235838,6.361900594685664e-07,0.16754815926349753,2.6451337245853883e-07,0.06966271791959341,1.2301824496250819e-05,3.900012468301197e-05,1.2293900590856993e-05,2.80945196111563e-05,2.285240506341028,0.039322916666666666,0.8,3.248682020437056e-05,5.392017253147336,2.405133825770136,0.43280835630288145
brux1,bruxism,brux1.edf,EMG1-EMG2,7,4370.0,4400.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,2.378664443993011e-06,3.725753053649417e-05,-0.00041864354330708656,0.0009200574656656288,0.0013387010089727154,3.733338487486652e-05,0.019626437811756086,0.03561429780584673,0.22772407767555405,3.7817767432574323,100.35739167702435,0.5460023406664896,3.3151818256347756,1.2274001897568212e-06,0.28257546743887824,2.3214137534306944e-06,0.5344422967904904,4.4838482704358057e-07,0.103228395393554,3.461809934301888e-07,0.07969874605964651,1.0004444756573593e-05,3.588919986277853e-05,9.998096624714087e-06,2.690094680726055e-05,2.6906068041755726,0.029752604166666665,0.5,2.1243855241046358e-05,6.705780494846355,1.2952323655920246,0.36531265905410754
brux1,bruxism,brux1.edf,EMG1-EMG2,8,4520.0,4550.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,7.391574917597554e-10,1.4881657574718143e-06,-6.439730818531403e-06,6.470250869804064e-06,1.2909981688335468e-05,1.48816594103798e-06,0.011519121911737776,0.19858063676020574,2.3034250762437707,-0.054623030266575674,0.08145334879070187,0.6408635406481347,0.0,5.908353945563727e-12,0.0027426529401232483,9.651080650158889e-11,0.044800235335256906,3.6784252588224605e-10,0.17075219162704486,1.672428540026775e-09,0.7763399238961507,1.182979267671412e-06,9.028828129781125e-07,1.1808692333764552e-06,1.5537926956602185e-07,0.13158041989268063,0.15670572916666667,37.9,2.9001440283945243e-06,0.057706983701703504,0.21994513791085926,62.25803824065748
brux1,bruxism,brux1.edf,EMG1-EMG2,9,5930.0,5960.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,-1.78828425425729e-11,1.364734028792475e-06,-4.944248306171031e-06,5.890369895623512e-06,1.0834618201794543e-05,1.3647340289096393e-06,0.010834892882255996,0.20873754801744906,2.247259218316574,0.03926893143319165,0.054253568817431486,0.6474434519541881,0.0,5.925942389853513e-12,0.002982900220494605,5.234176536505416e-11,0.026346908757639207,8.857943650591266e-11,0.04458761211333785,1.8388327598462088e-09,0.9256003997253756,1.0831103641111148e-06,8.302836313569171e-07,1.0816369030012344e-06,1.5104841283632378e-07,0.13964798391882474,0.16106770833333334,39.233333333333334,2.685746629151597e-06,0.028464668733350053,0.04817155667452924,14.947738381253874
